date,zone,nb_seismes,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8
2024-06-03,2.0,16,24.0,36.0,20.0,32.0,28.0,12.57974562540685,24.75,12.414709017932791
2024-06-10,2.0,38,16.0,24.0,36.0,20.0,24.0,15.599145275728286,25.25,10.682930309608029
2024-06-17,2.0,30,38.0,16.0,24.0,36.0,28.5,8.981462390201804,26.25,8.043409014302974
2024-06-24,2.0,20,30.0,38.0,16.0,24.0,27.0,4.924428900892246,27.375,7.270291799995691
2024-07-01,2.0,27,20.0,30.0,38.0,16.0,26.0,6.055300708190261,27.0,5.817154434448811
2024-07-08,2.0,35,27.0,20.0,30.0,38.0,28.75,30.324632451742527,26.375,29.942504428128814
2024-07-15,2.0,34,35.0,27.0,20.0,30.0,28.0,3.4034296427686006,28.25,4.120939559989314
2024-07-22,2.0,25,34.0,35.0,27.0,20.0,29.0,4.690415759817318,28.0,4.033343171960354
2024-07-29,2.0,14,25.0,34.0,35.0,27.0,30.25,4.760952285689213,28.125,5.553313039459218
2024-08-05,2.0,22,14.0,25.0,34.0,35.0,27.0,5.123475382974204,27.875,3.8521793460621456
2024-08-12,2.0,18,22.0,14.0,25.0,34.0,23.75,6.020797289391387,25.875,6.158617655652403
2024-08-19,2.0,23,18.0,22.0,14.0,25.0,19.75,2.3629078131141625,24.375,14.02039331015256
2024-08-26,2.0,16,23.0,18.0,22.0,14.0,19.25,4.193248541796204,24.75,13.521807782771791
2024-09-02,2.0,21,16.0,23.0,18.0,22.0,19.75,15.945218719100174,23.375,16.604108785820774
2024-09-09,2.0,23,21.0,16.0,23.0,18.0,19.5,2.943920288766191,21.625,5.153015760553571
2024-09-16,2.0,25,23.0,21.0,16.0,23.0,20.75,8.995369179005896,20.25,8.43038721360832
2024-09-23,2.0,25,25.0,23.0,21.0,16.0,21.25,2.986078811185201,20.25,7.424621202454849
2024-09-30,2.0,34,25.0,25.0,23.0,21.0,23.5,2.449489742771453,21.625,3.7701837772485054
2024-10-07,2.0,22,34.0,25.0,25.0,23.0,26.75,8.958236433581252,23.125,5.928141120351239
2024-10-14,2.0,14,22.0,34.0,25.0,25.0,26.5,7.932002689523576,23.625,6.8020480109154775
2024-10-21,2.0,18,14.0,22.0,34.0,25.0,23.75,4.6457866215826025,22.5,5.180664601595801
2024-10-28,2.0,24,18.0,14.0,22.0,34.0,22.0,15.416441439794374,22.75,13.700886311265698
2024-11-04,2.0,24,24.0,18.0,14.0,22.0,19.5,5.228129047113883,23.125,7.989949043281053
2024-11-11,2.0,24,24.0,24.0,18.0,14.0,20.0,3.7749172176277694,23.25,8.416607731992018
2024-11-18,2.0,17,24.0,24.0,24.0,18.0,22.5,8.041558721206307,23.125,9.70640436589306
2024-11-25,2.0,17,17.0,24.0,24.0,24.0,22.25,8.655441448395871,22.125,6.390562237724306
2024-12-02,2.0,18,17.0,17.0,24.0,24.0,20.5,9.215023964516272,20.0,8.088792952506177
2024-12-09,2.0,34,18.0,17.0,17.0,24.0,19.0,6.99404508611499,19.5,6.964194138587904
2024-12-16,2.0,26,34.0,18.0,17.0,17.0,21.5,8.655441448395848,22.0,14.485830515169908
2024-12-23,2.0,30,26.0,34.0,18.0,17.0,23.75,4.272001872651996,23.0,3.3567628964225573
2024-12-30,2.0,27,30.0,26.0,34.0,18.0,27.0,8.999999999996788,23.75,7.854707414752673
2025-01-06,2.0,23,27.0,30.0,26.0,34.0,29.25,10.708252269472672,24.125,12.535663410557854
2025-01-13,2.0,17,23.0,27.0,30.0,26.0,26.5,3.593976442141304,24.0,7.278883352347731
2025-01-20,2.0,18,17.0,23.0,27.0,30.0,24.25,1.914854215512756,24.0,4.34042460068454
2025-01-27,2.0,34,18.0,17.0,23.0,27.0,21.25,6.652067347825058,24.125,9.207915849184122
2025-02-03,2.0,22,34.0,18.0,17.0,23.0,23.0,5.560275772537453,26.125,5.166858675382026
2025-02-10,2.0,37,22.0,34.0,18.0,17.0,22.75,3.0956959368345,24.625,3.4121631178475424
2025-02-17,2.0,21,37.0,22.0,34.0,18.0,27.75,2.5000000000000613,26.0,3.807886552924327
2025-02-24,2.0,19,21.0,37.0,22.0,34.0,28.5,34.117444218463966,24.875,69.60898443653417
2025-03-03,2.0,25,19.0,21.0,37.0,22.0,24.75,2.5000000000000906,23.875,3.338091841576569
2025-03-10,2.0,34,25.0,19.0,21.0,37.0,25.5,7.023769168568525,24.125,5.952190473137966
2025-03-17,2.0,28,34.0,25.0,19.0,21.0,24.75,3.696845502136533,26.25,6.1817704352578895
2025-03-24,2.0,22,28.0,34.0,25.0,19.0,26.5,5.737304826019542,27.5,6.05775771811413
2025-03-31,2.0,23,22.0,28.0,34.0,25.0,27.25,6.448514040717736,26.0,6.093028803472282
2025-04-07,2.0,15,23.0,22.0,28.0,34.0,26.75,9.639329160614194,26.125,7.510706643562716
2025-04-21,2.0,23,15.0,23.0,22.0,28.0,22.0,2.886751345948129,23.375,4.454131308597564
2025-04-28,2.0,27,23.0,15.0,23.0,22.0,20.75,6.324555320336759,23.625,5.926634795560056
2025-05-05,2.0,29,27.0,23.0,15.0,23.0,22.0,4.0824829046386295,24.625,3.964124835853305
2025-05-12,2.0,27,29.0,27.0,23.0,15.0,23.5,3.862210075418822,25.125,2.927700218835906
2025-05-19,2.0,21,27.0,29.0,27.0,23.0,26.5,1.414213562373091,24.25,3.502550091404875
2025-05-26,2.0,24,21.0,27.0,29.0,27.0,26.0,2.0615528128088267,23.375,2.9154759474129213
2025-06-02,2.0,19,24.0,21.0,27.0,29.0,25.25,18.83259585576738,23.625,15.452692784290283
2025-06-09,2.0,12,19.0,24.0,21.0,27.0,22.75,17.783419243778738,23.125,15.191633035511911
2025-06-16,2.0,27,12.0,19.0,24.0,21.0,19.0,3.8729833462073904,22.75,9.530964574177595
2025-06-23,2.0,23,27.0,12.0,19.0,24.0,20.5,21.063396370639435,23.25,16.177033985603515
2025-06-30,2.0,20,23.0,27.0,12.0,19.0,20.25,3.511884584284217,22.75,2.44584195259755
2025-07-07,2.0,20,20.0,23.0,27.0,12.0,20.5,6.244997998398382,21.625,4.432026302133206
2025-07-14,2.0,22,20.0,20.0,23.0,27.0,22.5,4.041451884327356,20.75,3.226563851167003
2025-07-21,2.0,29,22.0,20.0,20.0,23.0,21.25,3.464101615137726,20.875,3.327375628234963
2025-07-28,2.0,18,29.0,22.0,20.0,20.0,22.75,9.831920802501749,21.5,52.28339670897937
2025-08-04,2.0,20,18.0,29.0,22.0,20.0,22.25,2.1602468994692834,21.375,3.067688753061049
2025-08-11,2.0,27,20.0,18.0,29.0,22.0,22.25,3.559026084010435,22.375,3.248626083210316
2025-08-18,2.0,14,27.0,20.0,18.0,29.0,23.5,47.37791327893902,22.375,33.58119158950992
2025-08-25,2.0,22,14.0,27.0,20.0,18.0,19.75,12.284814474246929,21.25,14.966629547093856
2025-09-01,2.0,19,22.0,14.0,27.0,20.0,20.75,71.56523830277752,21.5,54.06725309411234
2025-09-08,2.0,18,19.0,22.0,14.0,27.0,20.5,3.51188458428434,21.375,3.999999999992852
2025-09-15,2.0,29,18.0,19.0,22.0,14.0,18.25,4.0824829046387086,20.875,3.195979617304924
2025-09-22,2.0,21,29.0,18.0,19.0,22.0,22.0,5.251983752196304,20.875,4.172614801974549
2025-09-29,2.0,29,21.0,29.0,18.0,19.0,21.75,2.3629078131264385,21.25,2.4928469095049803
2025-10-06,2.0,16,29.0,21.0,29.0,18.0,24.25,0.9574271077566696,22.375,2.900123150084681
2025-10-13,2.0,13,16.0,29.0,21.0,29.0,23.75,1.5000000000002025,21.0,18.547236990989862
2025-10-20,2.0,22,13.0,16.0,29.0,21.0,19.75,4.830458915396543,20.875,4.949747468300055
2025-10-27,2.0,22,22.0,13.0,16.0,29.0,20.0,6.855654600401094,20.875,14.18185460368082
2025-11-03,2.0,24,22.0,22.0,13.0,16.0,18.25,14.1980045546314,21.25,10.361329203200023
2025-11-10,2.0,20,24.0,22.0,22.0,13.0,20.25,4.03112887414936,22.0,5.1547481578998005
2025-11-17,2.0,26,20.0,24.0,22.0,22.0,22.0,4.546060565662027,20.875,9.493418773020752
2025-11-24,2.0,24,26.0,20.0,24.0,22.0,23.0,12.19289410544792,21.5,101.58036930712238
2025-12-01,2.0,27,24.0,26.0,20.0,24.0,23.5,6.396613687465162,20.875,5.60452623204281
2025-12-08,2.0,23,27.0,24.0,26.0,20.0,24.25,6.075908711186059,22.25,6.034129124045654
2025-12-15,2.0,25,23.0,27.0,24.0,26.0,25.0,2.081665999466124,23.5,5.175491695062023
2025-12-22,2.0,16,25.0,23.0,27.0,24.0,24.75,9.76387901058454,23.875,6.864765108868743
2025-12-29,2.0,24,16.0,25.0,23.0,27.0,22.75,3.685557397915991,23.125,4.097037257050023
2026-01-05,2.0,23,24.0,16.0,25.0,23.0,22.0,3.872983346207469,23.125,3.6815175442354056
2026-01-12,2.0,16,23.0,24.0,16.0,25.0,22.0,2.7080128015453937,23.5,3.292307050417288
2026-01-19,2.0,17,16.0,23.0,24.0,16.0,19.75,6.344288770224791,22.25,4.920801328465454
2026-01-26,2.0,21,17.0,16.0,23.0,24.0,20.0,8.44590630621331,21.375,6.588680769748672
2026-02-02,2.0,17,21.0,17.0,16.0,23.0,19.25,1.500000000000137,20.625,2.263846284521472
2026-02-09,2.0,19,17.0,21.0,17.0,16.0,17.75,6.6583281184794245,19.875,4.780914437331475
2026-02-16,2.0,30,19.0,17.0,21.0,17.0,18.5,4.112987559750773,19.125,7.92374370393543
2026-02-23,2.0,23,30.0,19.0,17.0,21.0,21.75,6.6520673478248815,20.875,4.743416490246463
2026-03-02,2.0,17,23.0,30.0,19.0,17.0,22.25,11.176612486199232,20.75,8.096516005573848
2026-03-09,2.0,15,17.0,23.0,30.0,19.0,22.25,4.795831523312503,20.0,3.891382420528626
2026-03-16,2.0,19,15.0,17.0,23.0,30.0,21.25,20.61552812808825,19.875,15.53739728158022
2026-03-23,2.0,23,19.0,15.0,17.0,23.0,18.5,6.238322424070811,20.125,4.407785320148146
2026-03-30,2.0,25,23.0,19.0,15.0,17.0,18.5,6.396613687465011,20.375,5.291502622123706
2026-04-06,2.0,15,25.0,23.0,19.0,15.0,20.5,1.892969448600091,21.375,3.5228843701796886
2026-04-13,2.0,11,15.0,25.0,23.0,19.0,20.5,4.830458915396492,20.875,15.962008466532534
2026-04-20,2.0,19,11.0,15.0,25.0,23.0,18.5,5.3541261347363465,18.5,7.77243297080498
2026-04-27,2.0,15,19.0,11.0,15.0,25.0,17.5,3.65148371670112,18.0,5.262739645030012
2026-05-04,2.0,17,15.0,19.0,11.0,15.0,15.0,4.932882862316253,17.75,11.489125293073537
2026-05-11,2.0,18,17.0,15.0,19.0,11.0,15.5,2.645751311064603,18.0,2.722262714297858
2026-05-18,2.0,24,18.0,17.0,15.0,19.0,17.25,5.678908345800281,17.875,6.512350903142147
2026-05-25,2.0,8,24.0,18.0,17.0,15.0,18.5,15.758595538097088,18.0,11.734412152782545
2026-06-01,2.0,17,8.0,24.0,18.0,17.0,16.75,,15.875,
2026-06-08,2.0,17,17.0,8.0,24.0,18.0,16.75,,16.125,
2015-02-02,3.0,58,,,,,,6.454972243679029,,5.230405611149374
2015-02-09,3.0,56,58.0,,,,,5.90903263374528,,4.20883424647321
2015-02-16,3.0,79,56.0,58.0,,,,3.464101615137756,,3.870677312453579
2015-02-23,3.0,72,79.0,56.0,58.0,,,2.708012801545332,,11.411147431975705
2015-03-02,3.0,63,72.0,79.0,56.0,58.0,66.25,4.573474244670754,,6.093028803476971
2015-03-09,3.0,52,63.0,72.0,79.0,56.0,67.5,9.41629792788368,,52.68708163704431
2015-03-16,3.0,77,52.0,63.0,72.0,79.0,66.5,4.83045891539649,,13.7529217674957
2015-03-23,3.0,65,77.0,52.0,63.0,72.0,66.0,3.9157800414902577,,6.296257391725428
2015-03-30,3.0,109,65.0,77.0,52.0,63.0,64.25,2.38047614284764,65.25,2.604940361258626
2015-04-06,3.0,91,109.0,65.0,77.0,52.0,75.75,2.0615528128088645,71.625,1.505940617307697
2015-04-13,3.0,85,91.0,109.0,65.0,77.0,85.5,3.4641016151377744,76.0,3.7416573867739342
2015-04-20,3.0,59,85.0,91.0,109.0,65.0,87.5,2.3804761428476446,76.75,4.267819784654182
2015-04-27,3.0,59,59.0,85.0,91.0,109.0,86.0,3.000000000000022,75.125,2.973093626895336
2015-05-04,3.0,83,59.0,59.0,85.0,91.0,73.5,4.856267428111169,74.625,3.543101950067395
2015-05-11,3.0,272,83.0,59.0,59.0,85.0,71.5,1.5000000000000475,78.5,2.1380899352993845
2015-05-18,3.0,102,272.0,83.0,59.0,59.0,118.25,7.788880963698625,102.875,5.693040864574418
2015-05-25,3.0,120,102.0,272.0,83.0,59.0,129.0,6.855654600401055,107.5,8.06668634393507
2015-06-01,3.0,89,120.0,102.0,272.0,83.0,144.25,1.2909944487358624,108.875,5.655275665884273
2015-06-08,3.0,61,89.0,120.0,102.0,272.0,145.75,3.000000000000024,108.625,5.409977554746146
2015-06-15,3.0,89,61.0,89.0,120.0,102.0,93.0,2.2173557826083776,105.625,2.267786838055353
2015-06-22,3.0,63,89.0,61.0,89.0,120.0,89.75,1.8929694486001287,109.375,1.4880476182856746
2015-06-29,3.0,61,63.0,89.0,61.0,89.0,75.5,4.272001872658783,109.875,4.440077219405724
2015-07-06,3.0,71,61.0,63.0,89.0,61.0,68.5,3.3665016461207133,107.125,4.549332761123166
2015-07-13,3.0,79,71.0,61.0,63.0,89.0,71.0,2.6299556396766106,82.0,3.4226138716316905
2015-07-20,3.0,78,79.0,71.0,61.0,63.0,68.5,1.707825127659975,79.125,2.7483761439387053
2015-07-27,3.0,62,78.0,79.0,71.0,61.0,72.25,3.366501646120713,73.875,4.105745103771399
2015-08-03,3.0,67,62.0,78.0,79.0,71.0,72.5,6.020797289396159,70.5,5.083235752381122
2015-08-10,3.0,76,67.0,62.0,78.0,79.0,71.5,1.825741858350592,71.25,3.5431019500673946
2015-08-17,3.0,67,76.0,67.0,62.0,78.0,70.75,0.8164965809278054,69.625,8.17225270569347
2015-08-24,3.0,70,67.0,76.0,67.0,62.0,68.0,2.217355782608375,70.125,2.659215781283745
2015-08-31,3.0,55,70.0,67.0,76.0,67.0,70.0,5.315072906367337,71.25,4.015594601052246
2015-09-07,3.0,50,55.0,70.0,67.0,76.0,67.0,10.08298897483564,69.25,177.93156790503156
2015-09-14,3.0,58,50.0,55.0,70.0,67.0,60.5,12.632629707757754,65.625,8.724964183307415
2015-09-21,3.0,93,58.0,50.0,55.0,70.0,58.25,7.135591542868547,63.125,5.409977554745894
2015-09-28,3.0,64,93.0,58.0,50.0,55.0,64.0,8.286535263103461,67.0,8.713700214522452
2015-10-05,3.0,61,64.0,93.0,58.0,50.0,66.25,5.59761854124804,66.625,4.9982139667225205
2015-10-12,3.0,54,61.0,64.0,93.0,58.0,69.0,6.6017674401120665,64.75,5.52752850997339
2015-10-19,3.0,56,54.0,61.0,64.0,93.0,68.0,5.909032633744475,63.125,5.903993805648857
2015-10-26,3.0,90,56.0,54.0,61.0,64.0,58.75,4.0414518843262055,61.375,5.396758286230468
2015-11-02,3.0,60,90.0,56.0,54.0,61.0,65.25,1.825741858347954,65.75,3.961871851969191
2015-11-09,3.0,160,60.0,90.0,56.0,54.0,65.0,2.061552812806529,67.0,4.611708700997316
2015-11-16,3.0,70,160.0,60.0,90.0,56.0,91.5,3.862210075417593,79.75,4.76407688554937
2015-11-23,3.0,86,70.0,160.0,60.0,90.0,95.0,2.943920288775949,76.875,2.199837656347152
2015-11-30,3.0,69,86.0,70.0,160.0,60.0,94.0,7.724420150837646,79.625,5.829420456369577
2015-12-07,3.0,64,69.0,86.0,70.0,160.0,96.25,3.415650255319867,80.625,4.138236339311376
2015-12-14,3.0,147,64.0,69.0,86.0,70.0,72.25,13.59840676942217,81.875,10.767013115463762
2015-12-21,3.0,69,147.0,64.0,69.0,86.0,91.5,2.217355782608342,93.25,3.420004177106482
2015-12-28,3.0,77,69.0,147.0,64.0,69.0,87.25,2.0615528128088285,90.625,5.330170192940512
2016-01-04,3.0,61,77.0,69.0,147.0,64.0,89.25,3.201562118716423,92.75,3.5355339059323443
2016-01-11,3.0,73,61.0,77.0,69.0,147.0,88.5,3.774917217635374,80.375,2.669269563007307
2016-01-18,3.0,77,73.0,61.0,77.0,69.0,70.0,45.2133829745132,80.75,33.23831695928227
2016-01-25,3.0,62,77.0,73.0,61.0,77.0,72.0,2.21735578260837,79.625,6.541078984824415
2016-02-01,3.0,83,62.0,77.0,73.0,61.0,68.25,11.32475165290613,78.75,9.687067962716222
2016-02-08,3.0,56,83.0,62.0,77.0,73.0,73.75,2.380476142847641,81.125,4.174754056057525
2016-02-15,3.0,68,56.0,83.0,62.0,77.0,69.5,3.947573094109018,69.75,3.420004177106496
2016-02-22,3.0,81,68.0,56.0,83.0,62.0,67.25,2.8284271247462103,69.625,3.422613871631304
2016-02-29,3.0,76,81.0,68.0,56.0,83.0,72.0,5.066228051190237,70.125,8.576337879804454
2016-03-07,3.0,77,76.0,81.0,68.0,56.0,70.25,56.2931316118287,72.0,43.63730383186252
2016-03-14,3.0,64,77.0,76.0,81.0,68.0,75.5,7.348469228349582,72.5,7.540367554512166
2016-03-21,3.0,56,64.0,77.0,76.0,81.0,74.5,14.008925726121925,70.875,13.437022416762144
2016-03-28,3.0,54,56.0,64.0,77.0,76.0,68.25,8.888194417315628,70.125,7.150174823037336
2016-04-04,3.0,111,54.0,56.0,64.0,77.0,62.75,7.63216876123692,66.5,7.464200272921588
2016-04-11,3.0,126,111.0,54.0,56.0,64.0,71.25,40.55757224818403,73.375,27.430105983858525
2016-04-18,3.0,93,126.0,111.0,54.0,56.0,86.75,6.027713773341769,80.625,9.928314487939303
2016-04-25,3.0,76,93.0,126.0,111.0,54.0,96.0,4.500000000000084,82.125,18.10288059161532
2016-05-02,3.0,65,76.0,93.0,126.0,111.0,101.5,8.602325267042671,82.125,5.866064633611804
2016-05-09,3.0,70,65.0,76.0,93.0,126.0,90.0,6.8068592855541015,80.625,8.814557763803325
2016-05-16,3.0,56,70.0,65.0,76.0,93.0,76.0,2.986078811194945,81.375,4.472135954999239
2016-05-23,3.0,59,56.0,70.0,65.0,76.0,66.75,4.932882862316322,81.375,4.688511795563686
2016-05-30,3.0,46,59.0,56.0,70.0,65.0,62.5,13.88044187577137,82.0,10.548358030653588
2016-06-06,3.0,55,46.0,59.0,56.0,70.0,57.75,1.6329931618556892,73.875,6.51920240520241
2016-06-13,3.0,77,55.0,46.0,59.0,56.0,54.0,9.273618495495748,65.0,7.559289460184338
2016-06-20,3.0,75,77.0,55.0,46.0,59.0,59.25,3.785938897200293,63.0,13.17397325898942
2016-06-27,3.0,83,75.0,77.0,55.0,46.0,63.25,3.5000000000001217,62.875,2.9154759474221343
2016-07-04,3.0,68,83.0,75.0,77.0,55.0,72.5,11.146748404804017,65.125,8.999007881824518
2016-07-11,3.0,58,68.0,83.0,75.0,77.0,75.75,4.787135538781789,64.875,11.268635359134649
2016-07-18,3.0,62,58.0,68.0,83.0,75.0,71.0,5.477225575051748,65.125,4.501983689758785
2016-07-25,3.0,62,62.0,58.0,68.0,83.0,67.75,26.92427653005123,65.5,18.994360065180164
2016-08-01,3.0,69,62.0,62.0,58.0,68.0,62.5,19.57890020745124,67.5,15.42493343352146
2016-08-08,3.0,47,69.0,62.0,62.0,58.0,62.75,8.05708797684794,69.25,7.763237542601286
2016-08-15,3.0,66,47.0,69.0,62.0,62.0,60.0,6.849574196011578,65.5,5.303300858898819
2016-08-22,3.0,46,66.0,47.0,69.0,62.0,61.0,3.4156502553200125,64.375,4.405759217854649
2016-08-29,3.0,60,46.0,66.0,47.0,69.0,57.0,0.8164965809283758,59.75,17.3760919492436
2016-09-05,3.0,59,60.0,46.0,66.0,47.0,54.75,7.000000000000076,58.75,8.37406711222193
2016-09-12,3.0,73,59.0,60.0,46.0,66.0,57.75,16.062378404209046,58.875,12.58045536309612
2016-09-19,3.0,88,73.0,59.0,60.0,46.0,59.5,5.291502622129281,60.25,8.598172563316476
2016-09-26,3.0,78,88.0,73.0,59.0,60.0,70.0,13.625955623979834,63.5,10.1901563145166
2016-10-03,3.0,53,78.0,88.0,73.0,59.0,74.5,9.000000000000057,64.625,7.066015244009058
2016-10-10,3.0,44,53.0,78.0,88.0,73.0,73.0,7.118052168020945,65.375,7.089982873241234
2016-10-17,3.0,70,44.0,53.0,78.0,88.0,65.75,31.170231525180142,62.625,24.545875417267087
2016-10-24,3.0,56,70.0,44.0,53.0,78.0,61.25,12.871156384205248,65.625,10.848798485151498
2016-10-31,3.0,53,56.0,70.0,44.0,53.0,55.75,5.88784057755197,65.125,7.491662031885641
2016-11-07,3.0,48,53.0,56.0,70.0,44.0,55.75,4.966554808583863,64.375,12.314335432448384
2016-11-14,3.0,58,48.0,53.0,56.0,70.0,56.75,23.558437978779512,61.25,22.269453774813783
2016-11-21,3.0,61,58.0,48.0,53.0,56.0,53.75,11.870832602082617,57.5,12.118462891684706
2016-11-28,3.0,46,61.0,58.0,48.0,53.0,55.0,29.73634140239853,55.375,28.14979066149002
2016-12-05,3.0,51,46.0,61.0,58.0,48.0,53.25,22.045407685048623,54.5,26.92715039827692
2016-12-12,3.0,283,51.0,46.0,61.0,58.0,54.0,5.477225575051743,55.375,6.823017765517534
2016-12-19,3.0,256,283.0,51.0,46.0,61.0,110.25,6.946221994724966,82.0,5.667892024377002
2016-12-26,3.0,148,256.0,283.0,51.0,46.0,159.0,8.995369179009142,107.0,15.384941617420097
2017-01-02,3.0,75,148.0,256.0,283.0,51.0,184.5,10.230672835481917,118.875,8.535639569308165
2017-01-09,3.0,78,75.0,148.0,256.0,283.0,190.5,58.231577916682525,122.25,46.8658800652
2017-01-16,3.0,72,78.0,75.0,148.0,256.0,139.25,59.87765303795177,124.75,73.94194151011799
2017-01-23,3.0,86,72.0,78.0,75.0,148.0,93.25,4.04145188432758,126.125,7.0710678118651495
2017-01-30,3.0,81,86.0,72.0,78.0,75.0,77.75,39.707262140151,131.125,59.25911623659985
2017-02-06,3.0,62,81.0,86.0,72.0,78.0,79.25,8.500000000000101,134.875,9.149551120917389
2017-02-13,3.0,69,62.0,81.0,86.0,72.0,75.25,7.544313531837631,107.25,5.370222128951526
2017-02-20,3.0,61,69.0,62.0,81.0,86.0,74.5,15.649813630413254,83.875,14.149709739577014
2017-02-27,3.0,60,61.0,69.0,62.0,81.0,68.25,32.68026927673641,73.0,51.7956148171417
2017-03-06,3.0,66,60.0,61.0,69.0,62.0,63.0,14.840822079655888,71.125,12.805551251591538
2017-03-13,3.0,51,66.0,60.0,61.0,69.0,64.0,31.85383284106747,69.625,24.634108177774173
2017-03-20,3.0,75,51.0,66.0,60.0,61.0,59.5,8.869423130433473,67.0,11.016221805008168
2017-03-27,3.0,64,75.0,51.0,66.0,60.0,63.0,6.652067347825157,65.625,17.604788309677737
2017-04-03,3.0,65,64.0,75.0,51.0,66.0,64.0,1.914854215513098,63.5,3.453776401066817
2017-04-10,3.0,43,65.0,64.0,75.0,51.0,63.75,11.354147553500804,63.875,13.689803296092636
2017-04-24,3.0,53,43.0,65.0,64.0,75.0,61.75,8.602325267042719,60.625,6.957780844903727
2017-05-01,3.0,68,53.0,43.0,65.0,64.0,56.25,11.729592206608672,59.625,8.45154254728487
2017-05-08,3.0,49,68.0,53.0,43.0,65.0,57.25,3.3665016461209247,60.625,3.067688753069535
2017-05-15,3.0,39,49.0,68.0,53.0,43.0,53.25,13.69914839202301,58.5,140.22730272158637
2017-05-22,3.0,47,39.0,49.0,68.0,53.0,52.25,7.675719293112976,57.0,16.033447183042924
2017-05-29,3.0,71,47.0,39.0,49.0,68.0,50.75,6.976149845485458,53.5,4.898979485566231
2017-06-05,3.0,50,71.0,47.0,39.0,49.0,51.5,6.757711644237772,54.375,5.800246300188977
2017-06-12,3.0,55,50.0,71.0,47.0,39.0,51.75,6.218252702059219,52.5,7.019106577254392
2017-06-19,3.0,54,55.0,50.0,71.0,47.0,55.75,5.439056290693585,54.0,4.862392121462026
2017-06-26,3.0,52,54.0,55.0,50.0,71.0,57.5,2.061552812808862,54.125,3.999999999999849
2017-07-03,3.0,37,52.0,54.0,55.0,50.0,52.75,7.135591542869224,52.125,5.069164484550423
2017-07-10,3.0,82,37.0,52.0,54.0,55.0,49.5,21.746647251166483,50.625,18.023793797564966
2017-07-17,3.0,69,82.0,37.0,52.0,54.0,56.25,6.448514040717708,56.0,6.943650748294057
2017-07-24,3.0,58,69.0,82.0,37.0,52.0,60.0,5.500000000000007,58.75,7.0051001828259
2017-07-31,3.0,50,58.0,69.0,82.0,37.0,61.5,5.80229839517641,57.125,4.713203338949494
2017-08-07,3.0,57,50.0,58.0,69.0,82.0,64.75,4.546060565661961,57.125,6.158617655657022
2017-08-14,3.0,41,57.0,50.0,58.0,69.0,58.5,4.645786621588793,57.375,3.918819064098496
2017-08-21,3.0,41,41.0,57.0,50.0,58.0,51.5,8.717797887081353,55.75,6.568322247184288
2017-08-28,3.0,50,41.0,41.0,57.0,50.0,47.25,2.380476142847635,54.375,2.659215781283564
2017-09-04,3.0,47,50.0,41.0,41.0,57.0,47.25,6.800735254367728,56.0,4.862392121462035
2017-09-11,3.0,38,47.0,50.0,41.0,41.0,44.75,5.560275772537434,51.625,4.389516732267469
2017-09-18,3.0,45,38.0,47.0,50.0,41.0,44.0,3.872983346207429,47.75,3.991061441342441
2017-09-25,3.0,87,45.0,38.0,47.0,50.0,45.0,4.000000000000011,46.125,4.642582409453858
2017-10-02,3.0,54,87.0,45.0,38.0,47.0,54.25,5.678908345800281,50.75,4.718883039751689
2017-10-09,3.0,51,54.0,87.0,45.0,38.0,56.0,9.45163125250522,50.375,11.134726887406886
2017-10-16,3.0,52,51.0,54.0,87.0,45.0,59.25,5.944184833375672,51.625,4.200340122282497
2017-10-23,3.0,41,52.0,51.0,54.0,87.0,61.0,5.196152422706636,53.0,5.841660722773878
2017-10-30,3.0,50,41.0,52.0,51.0,54.0,49.5,2.217355782608345,51.875,2.4748737341527054
2017-11-06,3.0,64,50.0,41.0,52.0,51.0,48.5,10.3400515794974,52.25,9.963325606586192
2017-11-13,3.0,53,64.0,50.0,41.0,52.0,51.75,7.410578025138566,55.5,17.439180026595256
2017-11-20,3.0,61,53.0,64.0,50.0,41.0,52.0,7.544313531837512,56.5,7.387247699341577
2017-11-27,3.0,42,61.0,53.0,64.0,50.0,57.0,6.849574196011501,53.25,7.2456883730946435
2017-12-04,3.0,60,42.0,61.0,53.0,64.0,55.0,5.196152422706626,51.75,5.383506557731841
2017-12-11,3.0,48,60.0,42.0,61.0,53.0,54.0,9.380831519646856,52.875,7.567552916422587
2017-12-18,3.0,48,48.0,60.0,42.0,61.0,52.75,29.40946559641414,52.375,21.69101196348383
2017-12-25,3.0,46,48.0,48.0,60.0,42.0,49.5,1.500000000000038,53.25,10.656151811445358
2018-01-01,3.0,51,46.0,48.0,48.0,60.0,50.5,6.849574196011505,52.75,5.529143565818067
2018-01-08,3.0,59,51.0,46.0,48.0,48.0,48.25,6.344288770224761,51.125,6.369570517030746
2018-01-15,3.0,54,59.0,51.0,46.0,48.0,51.0,5.916079783099613,51.875,15.127434868948685
2018-01-22,3.0,54,54.0,59.0,51.0,46.0,52.5,6.130524719249838,51.0,6.47936284345472
2018-01-29,3.0,54,54.0,54.0,59.0,51.0,54.5,3.785938897200183,52.5,7.100050301632591
2018-02-05,3.0,50,54.0,54.0,54.0,59.0,55.25,8.406346808612328,51.75,7.424621202458665
2018-02-12,3.0,54,50.0,54.0,54.0,54.0,53.0,5.05799696849784,52.0,7.453426824526432
